weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1374720
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1389127
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1393930
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1395968
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1404205
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1441620
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1450272
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1455002
Semi-Auto Pistol,,GLOCK GMBH,19,,,11.0,True,,,,,,,,UNKNOWN,,1460357
Semi-Auto Pistol,,GLOCK GMBH,17,,,9.0,False,,,,,,,,SUBJECT,,1460383
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1460585
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1500596
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1503286
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,1527738
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,1541739
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1548543
Semi-Auto Pistol,,GLOCK GMBH,17,,,5.0,False,,,,,,,,SUBJECT,,1602368
Rifle,,BUSHMASTER FIREARMS,M4,,,2.0,False,,,,,,,,SUBJECT,,1602902
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1616844
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1619222
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1634743
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1635464
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1648314
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1649290
Semi-Auto Pistol,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,6.0,False,,,,,,,,UNKNOWN,,1649858
Semi-Auto Pistol,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,1.0,False,,,,,,,,UNKNOWN,,1650049
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1650155
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1667231
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1691003
Semi-Auto Pistol,,GLOCK GMBH,17,,,4.0,False,,,,,,,,SUBJECT,,1702550
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1850040
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,1851340
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,1861535
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1912971
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1919563
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1952959
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1953679
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1987436
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1997980
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2005526
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2008335
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2018468
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2059433
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,2061976
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2062524
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2067766
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2087813
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2115708
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2149810
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2156216
Taser (Probe Discharge),,,,,,,,,,,,,,,UNKNOWN,,2156696
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2156733
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2164410
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2221328
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2221461
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2221744
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2235539
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,2237017
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,2269711
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2278030
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,2291768
Semi-Auto Pistol,,GLOCK GMBH,17,,,7.0,False,,,,,,,,SUBJECT,,2307633
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2336045
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2336460
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2353501
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2432020
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2448297
Taser (Probe Discharge),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,2464365
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,2503537
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2543368
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,2545086
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2545256
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2577864
Taser (Probe Discharge),,,,,,,,,,,,,,,UNKNOWN,,2630855
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2702176
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2729311
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2766227
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2772218
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2788432
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2806336
Semi-Auto Pistol,,GLOCK GMBH,19,,,8.0,False,,,,,,,,UNKNOWN,,2821123
Semi-Auto Pistol,,GLOCK GMBH,17,,,9.0,False,,,,,,,,UNKNOWN,,2821128
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2847865
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,2881107
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3008995
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,3048090
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3066245
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3078829
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3083138
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3088170
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3121704
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3124514
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3128318
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,3165888
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3166671
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,3183505
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3235663
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3237508
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3255887
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,3256252
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3256468
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3282190
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3282251
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3306317
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3322876
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3325674
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3364627
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3393317
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,UNKNOWN,,3412460
Semi-Auto Pistol,,GLOCK GMBH,23,,,14.0,False,,,,,,,,UNKNOWN,,3412816
Semi-Auto Pistol,,"SAUER, J. P. (SAUER & SOHN)",P226,,,1.0,False,,,,,,,,SUBJECT,,3414859
Semi-Auto Pistol,,GLOCK GMBH,17,,,4.0,False,,,,,,,,UNKNOWN,,3415022
Rifle,,DSA INC.,M4,,,2.0,False,,,,,,,,UNKNOWN,,3415065
Semi-Auto Pistol,,GLOCK GMBH,19,,,1.0,False,,,,,,,,UNKNOWN,,3415102
Rifle,,SMITH & WESSON,M&P 15,,,5.0,False,,,,,,,,UNKNOWN,,3415118
Semi-Auto Pistol,,GLOCK GMBH,21,,,4.0,False,,,,,,,,SUBJECT,,3415481
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3418817
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3423466
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3425267
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,3479248
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3479248
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,3542577
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3543777
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3582039
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3592315
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,3625355
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,3625450
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3731275
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3757741
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3764388
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3779259
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3784980
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3786940
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3795583
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3796599
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3889410
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3905566
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3964275
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3981746
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,3997489
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4188824
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,4194455
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4247478
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,4283774
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4283774
Taser (Probe Discharge),,,,,,,,,,,,,,,UNKNOWN,,4305122
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4323491
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4342706
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4351935
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4402124
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4402133
Semi-Auto Pistol,,GLOCK GMBH,17,,,6.0,False,,,,,,,,SUBJECT,,4430478
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,4459431
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4518614
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4554173
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4555538
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4562617
Chemical Weapon,,,,,,,,,,,,,,,NONE,,4635508
Chemical Weapon,,,,,,,,,,,,,,,OBJECT,,4635737
Chemical Weapon,,,,,,,,,,,,,,,NONE,,4635750
Chemical Weapon,,,,,,,,,,,,,,,OBJECT,,4635815
Chemical Weapon,,,,,,,,,,,,,,,OBJECT,,4635816
Chemical Weapon,,,,,,,,,,,,,,,OBJECT,,4635817
Chemical Weapon,,,,,,,,,,,,,,,NONE,,4635818
Chemical Weapon,,,,,,,,,,,,,,,UNKNOWN,,4635836
Chemical Weapon,,,,,,,,,,,,,,,OBJECT,,4635849
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4664330
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4686334
Semi-Auto Pistol,,GLOCK GMBH,19,,,1.0,False,,,,,,,,UNKNOWN,,4692677
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4720268
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4725920
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4741333
Semi-Auto Pistol,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P226,,,2.0,False,,,,,,,,SUBJECT,,4798329
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4807900
Semi-Auto Pistol,,GLOCK GMBH,17,,,3.0,False,,,,,,,,SUBJECT,,4819918
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4820392
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4840454
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4887495
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,4888887
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4898406
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,4964702
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,4966776
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5124692
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,5136949
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5184036
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5196438
Semi-Auto Pistol,,"SAUER, J. P. (SAUER & SOHN)",P228,,,3.0,False,,,,,,,,UNKNOWN,,5208466
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5238077
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,5258439
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5271859
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5277021
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5283418
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5402492
Chemical Weapon,,,,,,,False,,,,,,,,SUBJECT,,5437745
Semi-Auto Pistol,,GLOCK GMBH,19,,,2.0,False,,,,,,,,SUBJECT,,5437745
Taser (Probe Discharge),,,,,,,False,,,,,,,,SUBJECT,,5437745
Taser (Probe Discharge),,,,,,,,,,,,,,,UNKNOWN,,5437763
Other (Specify),,,,,,,,,,,,,,,SUBJECT,,5446070
Semi-Auto Pistol,,GLOCK GMBH,19,,,13.0,True,,,,,,,,SUBJECT,,5453112
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5475790
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5476518
Semi-Auto Pistol,,GLOCK GMBH,26,,,1.0,False,,,,,,,,SUBJECT,,5525512
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5552004
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5574695
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5603387
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5624180
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5695819
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5696805
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5728796
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5735356
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5745189
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5765502
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,5799594
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,5803374
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5806591
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5811990
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5897444
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,NONE,,5899540
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5909505
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5909581
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5909717
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5920493
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5922363
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5922448
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5923624
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5923870
Other (Specify),,,,,,,False,,,,,,,,UNKNOWN,,5924119
Shotgun,,REMINGTON ARMS CO.,870,,,1.0,False,,,,,,,,UNKNOWN,,5924119
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5933119
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,5946921
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5956706
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5956753
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5977367
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,5993275
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,5996190
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,6035201
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6042720
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6043797
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6044038
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,6075304
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,6075976
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,6076795
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,6076801
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6077691
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6078326
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6081331
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6081987
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6082004
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,6083546
